conversation_id_str,created_at,favorite_count,full_text,id_str,image_url,in_reply_to_screen_name,lang,location,quote_count,reply_count,retweet_count,tweet_url,user_id_str,username,clean_text,normalized_text,normalized_text_tokens,normalized_text_tokens_no_stopwords,indobert_encoded,sentiment,sentiment_score
1971949465713234177,Sun Sep 28 11:21:08 +0000 2025,0,@FilmIndoSource Yang masuk nominasi prediksi ku; 1 Kakak 7 Ponakan Gowok Home Sweet Loan Jumbo Pangku Sore Istri dari Masa Depan,1972260281423433970,,FilmIndoSource,in,,0,0,0,https://x.com/undefined/status/1972260281423433970,1310065976424112128,,yang masuk nominasi prediksi ku kakak ponakan gowok home sweet loan jumbo pangku sore istri dari masa depan,yang masuk nominasi prediksi ku kakak ponakan gowok home sweet loan jumbo pangku sore istri dari masa depan,"['yang', 'masuk', 'nominasi', 'prediksi', 'ku', 'kakak', 'ponakan', 'gowok', 'home', 'sweet', 'loan', 'jumbo', 'pangku', 'sore', 'istri', 'dari', 'masa', 'depan']","['yang', 'masuk', 'nominasi', 'prediksi', 'ku', 'kakak', 'ponakan', 'gowok', 'home', 'sweet', 'loan', 'jumbo', 'pangku', 'sore', 'istri', 'dari', 'masa', 'depan']","[2, 34, 804, 20131, 3801, 425, 5213, 5438, 59, 28752, 118, 2866, 17313, 2220, 5, 21127, 8456, 30360, 4551, 2387, 98, 890, 1219, 3]",neutral,0.9901458621025085
1972228207161266428,Sun Sep 28 09:13:41 +0000 2025,0,AYO BELAJAR DARI FILM SORE: ISTRI DARI MASA DEPAN ,1972228207161266428,,,in,,0,0,0,https://x.com/undefined/status/1972228207161266428,1766777206112681984,,ayo belajar dari film sore istri dari masa depan,ayo belajar dari film sore istri dari masa depan,"['ayo', 'belajar', 'dari', 'film', 'sore', 'istri', 'dari', 'masa', 'depan']","['ayo', 'belajar', 'dari', 'film', 'sore', 'istri', 'dari', 'masa', 'depan']","[2, 4840, 929, 98, 1460, 4551, 2387, 98, 890, 1219, 3]",neutral,0.9982277750968933
1972226686654804278,Sun Sep 28 09:07:38 +0000 2025,12,Hari minggu pawagam semakin penuh dengan peminat peminat Sore! Jom ajak suami/boyfriend/ isteri/girlfriend korang bercinta di pawagam! CINTA TAK KENAL WAKTU. Saksikan SORE: Istri Dari Masa Depan kini di pawagam! #Sore #IstriDariMasaDepan #SoreDiMalaysia https://t.co/nlKtij8C38,1972226686654804278,https://pbs.twimg.com/media/G17BtvNbIAAPD8V.jpg,,in,,0,0,4,https://x.com/undefined/status/1972226686654804278,267067975,,hari minggu pawagam semakin penuh dengan peminat peminat sore jom ajak suamiboyfriend isterigirlfriend korang bercinta di pawagam cinta tak kenal waktu saksikan sore istri dari masa depan kini di pawagam,hari minggu pawagam semakin penuh dengan peminat peminat sore jom ajak suamiboyfriend isterigirlfriend korang bercinta di pawagam cinta tak kenal waktu saksikan sore istri dari masa depan kini di pawagam,"['hari', 'minggu', 'pawagam', 'semakin', 'penuh', 'dengan', 'peminat', 'peminat', 'sore', 'jom', 'ajak', 'suamiboyfriend', 'isterigirlfriend', 'korang', 'bercinta', 'di', 'pawagam', 'cinta', 'tak', 'kenal', 'waktu', 'saksikan', 'sore', 'istri', 'dari', 'masa', 'depan', 'kini', 'di', 'pawagam']","['hari', 'minggu', 'pawagam', 'semakin', 'penuh', 'dengan', 'peminat', 'peminat', 'sore', 'jom', 'ajak', 'suamiboyfriend', 'isterigirlfriend', 'korang', 'bercinta', 'di', 'pawagam', 'cinta', 'tak', 'kenal', 'waktu', 'saksikan', 'sore', 'istri', 'dari', 'masa', 'depan', 'kini', 'di', 'pawagam']","[2, 406, 1736, 23513, 2015, 977, 1876, 79, 13312, 13312, 4551, 3443, 30363, 9410, 2620, 16096, 24193, 11103, 263, 30359, 30366, 24193, 30286, 9068, 26, 23513, 2015, 1670, 368, 3783, 486, 16494, 4551, 2387, 98, 890, 1219, 1562, 26, 23513, 2015, 3]",positive,0.8616847395896912
1972219910400180550,Sun Sep 28 08:40:43 +0000 2025,7,SORE: ISTRI DARI MASA DEPAN - Sinematografi Yang Epik! https://t.co/OYMUIZlB7G #SoreIstriDariMasaDepan https://t.co/GdOqecIowO,1972219910400180550,https://pbs.twimg.com/ext_tw_video_thumb/1972219709467881472/pu/img/TcCAC9iu53C3Joa3.jpg,,in,,0,1,2,https://x.com/undefined/status/1972219910400180550,905104584997142533,,sore istri dari masa depan sinematografi yang epik,sore istri dari masa depan sinematografi yang epik,"['sore', 'istri', 'dari', 'masa', 'depan', 'sinematografi', 'yang', 'epik']","['sore', 'istri', 'dari', 'masa', 'depan', 'sinematografi', 'yang', 'epik']","[2, 4551, 2387, 98, 890, 1219, 1565, 1999, 3879, 34, 3222, 39, 3]",neutral,0.8570944666862488
1972206675328450995,Sun Sep 28 07:48:07 +0000 2025,0,sore: istri dari masa depan ini film versi live action dari anime kimi no nawa (your name),1972206675328450995,,,in,,0,0,0,https://x.com/undefined/status/1972206675328450995,1097129951013199873,,sore istri dari masa depan ini film versi live action dari anime kimi no nawa your name,sore istri dari masa depan ini film versi live action dari anime kimi no nawa your name,"['sore', 'istri', 'dari', 'masa', 'depan', 'ini', 'film', 'versi', 'live', 'action', 'dari', 'anime', 'kimi', 'no', 'nawa', 'your', 'name']","['sore', 'istri', 'dari', 'masa', 'depan', 'ini', 'film', 'versi', 'live', 'action', 'dari', 'anime', 'kimi', 'nawa', 'name']","[2, 4551, 2387, 98, 890, 1219, 92, 1460, 2614, 6764, 10369, 98, 9714, 2440, 30356, 894, 14502, 30354, 7289, 12706, 3]",neutral,0.9963801503181458
1972197388715803037,Sun Sep 28 07:44:47 +0000 2025,0,@murasassky Tbtb langsung pengen bilang: Hi aku sore istri kamu dari masa depan. ,1972205836945719740,,murasassky,in,,0,1,0,https://x.com/undefined/status/1972205836945719740,1889001598678110208,,tbtb langsung pengen bilang hi aku sore istri kamu dari masa depan,tbtb langsung pengen bilang hi aku sore istri kamu dari masa depan,"['tbtb', 'langsung', 'pengen', 'bilang', 'hi', 'aku', 'sore', 'istri', 'kamu', 'dari', 'masa', 'depan']","['tbtb', 'langsung', 'pengen', 'bilang', 'hi', 'aku', 'sore', 'istri', 'kamu', 'dari', 'masa', 'depan']","[2, 3793, 17234, 728, 4041, 2911, 2520, 304, 4551, 2387, 508, 98, 890, 1219, 3]",negative,0.882627010345459
1972200350007677248,Sun Sep 28 07:22:59 +0000 2025,12,Hari ini gue bawaa sticker Sentimental Value Linda Linda Linda Perfect Days dan Sore: Istri dari Masa Depan ke JWC.. Jikalau papasan tegorr ajaaa yaaa!!! Gue bawa 80an sticker hari ini.. ,1972200350007677248,,,in,,0,10,1,https://x.com/undefined/status/1972200350007677248,260082847,,hari ini gue bawaa sticker sentimental value linda linda linda perfect days dan sore istri dari masa depan ke jwc jikalau papasan tegorr ajaaa yaaa gue bawa an sticker hari ini,hari ini gue bawaa sticker sentimental value linda linda linda perfect days dan sore istri dari masa depan ke jwc jikalau papasan tegorr ajaaa yaaa gue bawa an sticker hari ini,"['hari', 'ini', 'gue', 'bawaa', 'sticker', 'sentimental', 'value', 'linda', 'linda', 'linda', 'perfect', 'days', 'dan', 'sore', 'istri', 'dari', 'masa', 'depan', 'ke', 'jwc', 'jikalau', 'papasan', 'tegorr', 'ajaaa', 'yaaa', 'gue', 'bawa', 'an', 'sticker', 'hari', 'ini']","['hari', 'ini', 'gue', 'bawaa', 'sticker', 'sentimental', 'value', 'linda', 'linda', 'linda', 'perfect', 'days', 'dan', 'sore', 'istri', 'dari', 'masa', 'depan', 'ke', 'jwc', 'jikalau', 'papasan', 'tegorr', 'ajaaa', 'yaaa', 'gue', 'bawa', 'sticker', 'hari', 'ini']","[2, 406, 92, 2526, 4772, 30354, 18402, 24427, 10626, 12028, 18347, 18347, 18347, 20901, 14209, 41, 4551, 2387, 98, 890, 1219, 43, 25801, 30373, 11623, 9501, 8199, 1837, 52, 30359, 1465, 4456, 15429, 2526, 4772, 223, 18402, 406, 92, 3]",neutral,0.8758271932601929
1972199386387304843,Sun Sep 28 07:19:10 +0000 2025,22,Film Sore: Istri dari Masa Depan masuk 16 Film Cerita Panjang yang lolos tahap Rekomendasi Akademi Citra Terima kasih banyak @festivalfilmid atas apresiasinya! ️ Mohon doa baiknya yaa teman-teman #Sore #FilmSore #IstridariMasaDepan #SoreIdaman #FFI2025 https://t.co/rZI62J2RLq,1972199386387304843,https://pbs.twimg.com/media/G16o4s5aIAAKpVc.jpg,,in,,1,0,5,https://x.com/undefined/status/1972199386387304843,1806505216994656256,,film sore istri dari masa depan masuk film cerita panjang yang lolos tahap rekomendasi akademi citra terima kasih banyak atas apresiasinya mohon doa baiknya yaa temanteman,film sore istri dari masa depan masuk film cerita panjang yang lolos tahap rekomendasi akademi citra terima kasih banyak atas apresiasinya mohon doa baiknya yaa temanteman,"['film', 'sore', 'istri', 'dari', 'masa', 'depan', 'masuk', 'film', 'cerita', 'panjang', 'yang', 'lolos', 'tahap', 'rekomendasi', 'akademi', 'citra', 'terima', 'kasih', 'banyak', 'atas', 'apresiasinya', 'mohon', 'doa', 'baiknya', 'yaa', 'temanteman']","['film', 'sore', 'istri', 'dari', 'masa', 'depan', 'masuk', 'film', 'cerita', 'panjang', 'yang', 'lolos', 'tahap', 'rekomendasi', 'akademi', 'citra', 'terima', 'kasih', 'banyak', 'atas', 'apresiasinya', 'mohon', 'doa', 'baiknya', 'yaa', 'temanteman']","[2, 1460, 4551, 2387, 98, 890, 1219, 804, 1460, 1634, 1422, 34, 6612, 2497, 6379, 11316, 6142, 1788, 1338, 271, 441, 9960, 57, 2903, 4157, 5359, 5633, 3872, 3]",positive,0.5832765698432922
1972179586663567658,Sun Sep 28 06:00:29 +0000 2025,37,Hangat dan penuh sekaliii perasaannya! Film Sore: Istri dari Masa Depan di Malaysia Terima kasih kawan-kawan di Malaysia untuk sambutan meriahnya Film Sore: Istri dari Masa Depan sudah bisa ditonton di seluruh Pawagam Malaysia! Jom korang ke Pawagam dan ajak orang https://t.co/BeO8EgvBwh,1972179586663567658,https://pbs.twimg.com/media/G16W4N5b0AQJRjG.jpg,,in,,1,1,6,https://x.com/undefined/status/1972179586663567658,1806505216994656256,,hangat dan penuh sekaliii perasaannya film sore istri dari masa depan di malaysia terima kasih kawankawan di malaysia untuk sambutan meriahnya film sore istri dari masa depan sudah bisa ditonton di seluruh pawagam malaysia jom korang ke pawagam dan ajak orang,hangat dan penuh sekaliii perasaannya film sore istri dari masa depan di malaysia terima kasih kawankawan di malaysia untuk sambutan meriahnya film sore istri dari masa depan sudah bisa ditonton di seluruh pawagam malaysia jom korang ke pawagam dan ajak orang,"['hangat', 'dan', 'penuh', 'sekaliii', 'perasaannya', 'film', 'sore', 'istri', 'dari', 'masa', 'depan', 'di', 'malaysia', 'terima', 'kasih', 'kawankawan', 'di', 'malaysia', 'untuk', 'sambutan', 'meriahnya', 'film', 'sore', 'istri', 'dari', 'masa', 'depan', 'sudah', 'bisa', 'ditonton', 'di', 'seluruh', 'pawagam', 'malaysia', 'jom', 'korang', 'ke', 'pawagam', 'dan', 'ajak', 'orang']","['hangat', 'dan', 'penuh', 'sekaliii', 'perasaannya', 'film', 'sore', 'istri', 'dari', 'masa', 'depan', 'di', 'malaysia', 'terima', 'kasih', 'kawankawan', 'di', 'malaysia', 'untuk', 'sambutan', 'meriahnya', 'film', 'sore', 'istri', 'dari', 'masa', 'depan', 'sudah', 'bisa', 'ditonton', 'di', 'seluruh', 'pawagam', 'malaysia', 'jom', 'korang', 'ke', 'pawagam', 'dan', 'ajak', 'orang']","[2, 4502, 41, 1876, 684, 4264, 17508, 1460, 4551, 2387, 98, 890, 1219, 26, 4891, 1788, 1338, 13975, 26, 4891, 90, 10211, 10613, 57, 1460, 4551, 2387, 98, 890, 1219, 259, 166, 15127, 26, 969, 23513, 2015, 4891, 3443, 30363, 30286, 43, 23513, 2015, 41, 9410, 232, 3]",positive,0.9977549910545349
1972174438641917963,Sun Sep 28 05:40:04 +0000 2025,6,Kalau nak tengok chemistry paling ngam si Dion &amp; Sheila ni bergabung dalam Sore: Istri Dari Masa Depan pegi pawagam skrg. dah tayang tau! https://t.co/YXQ1LQ5vlb,1972174449463250952,https://pbs.twimg.com/media/G16SNOsaUAErksV.jpg,OwToTheZie,in,,0,0,0,https://x.com/undefined/status/1972174449463250952,46371875,,kalau nak tengok chemistry paling ngam si dion amp sheila ni bergabung dalam sore istri dari masa depan pegi pawagam skrg dah tayang tau,kalau nak tengok chemistry paling ngam si dion amp sheila ni bergabung dalam sore istri dari masa depan pegi pawagam skrg dah tayang tau,"['kalau', 'nak', 'tengok', 'chemistry', 'paling', 'ngam', 'si', 'dion', 'amp', 'sheila', 'ni', 'bergabung', 'dalam', 'sore', 'istri', 'dari', 'masa', 'depan', 'pegi', 'pawagam', 'skrg', 'dah', 'tayang', 'tau']","['kalau', 'nak', 'tengok', 'chemistry', 'paling', 'ngam', 'si', 'dion', 'amp', 'sheila', 'ni', 'bergabung', 'dalam', 'sore', 'istri', 'dari', 'masa', 'depan', 'pegi', 'pawagam', 'skrg', 'dah', 'tayang', 'tau']","[2, 599, 3752, 16078, 16533, 18110, 711, 6052, 30363, 356, 26, 46, 2688, 12459, 563, 1932, 3141, 112, 4551, 2387, 98, 890, 1219, 3843, 30356, 23513, 2015, 12434, 1299, 11847, 2088, 3]",neutral,0.9478622078895569
1972174438641917963,Sun Sep 28 05:40:02 +0000 2025,4,Patut lah aku tgk Sheila &amp; Dion dalam Sore: Istri Dari Masa Depan tu chemistry macam sepadan semacam. . Pernah berlakon dalam Yang Hilang Dalam Cinta rupanya!; https://t.co/d2GF86c4hF,1972174438641917963,https://pbs.twimg.com/media/G16SMn1bkAAlkEX.jpg,,in,,0,1,0,https://x.com/undefined/status/1972174438641917963,46371875,,patut lah aku tgk sheila amp dion dalam sore istri dari masa depan tu chemistry macam sepadan semacam pernah berlakon dalam yang hilang dalam cinta rupanya,patut lah aku tgk sheila amp dion dalam sore istri dari masa depan tu chemistry macam sepadan semacam pernah berlakon dalam yang hilang dalam cinta rupanya,"['patut', 'lah', 'aku', 'tgk', 'sheila', 'amp', 'dion', 'dalam', 'sore', 'istri', 'dari', 'masa', 'depan', 'tu', 'chemistry', 'macam', 'sepadan', 'semacam', 'pernah', 'berlakon', 'dalam', 'yang', 'hilang', 'dalam', 'cinta', 'rupanya']","['patut', 'lah', 'aku', 'tgk', 'sheila', 'amp', 'dion', 'dalam', 'sore', 'istri', 'dari', 'masa', 'depan', 'tu', 'chemistry', 'macam', 'sepadan', 'semacam', 'pernah', 'berlakon', 'dalam', 'yang', 'hilang', 'dalam', 'cinta', 'rupanya']","[2, 6386, 1389, 304, 26632, 12459, 563, 2688, 26, 46, 112, 4551, 2387, 98, 890, 1219, 428, 16533, 18110, 1636, 23726, 4062, 746, 672, 12356, 30355, 112, 34, 2867, 112, 1670, 7187, 3]",positive,0.991603434085846
1972167845204357316,Sun Sep 28 05:13:50 +0000 2025,0,gue baru nonton webseriesnya sore istri dari masa depan ,1972167845204357316,,,in,,0,0,0,https://x.com/undefined/status/1972167845204357316,1691737350051872768,,gue baru nonton webseriesnya sore istri dari masa depan,gue baru nonton webseriesnya sore istri dari masa depan,"['gue', 'baru', 'nonton', 'webseriesnya', 'sore', 'istri', 'dari', 'masa', 'depan']","['gue', 'baru', 'nonton', 'webseriesnya', 'sore', 'istri', 'dari', 'masa', 'depan']","[2, 2526, 440, 5888, 1940, 16180, 57, 4551, 2387, 98, 890, 1219, 3]",neutral,0.9981550574302673
